Age,CatsInHouse,HousingType,Zone,TimeOutside,TimeWithOwner,Shy,Calm,Skittish,Intelligent,Vigilant,Tenacious,Affectionate,Friendly,Loner,Ferocious,Territorial,Aggressive,Impulsive,Predictable,Inattentive,NaturalAreasAbundance,BirdsEater,MiceEater,Race
2-10 years,1,House in a subdivision,Rural,2,2,3,4,3,4,5,4,5,4,2,1,2,1,2,4,3,2.0,0,0,Ragdoll
2-10 years,1,House in a subdivision,Rural,0,2,2,4,1,4,4,3,4,4,3,2,3,1,3,4,3,2.650613000950667,0,0,Chartreux
2-10 years,5,House in a subdivision,Rural,0,2,1,3,1,4,1,2,4,4,1,1,1,1,2,2,3,1.8778900859899732,0,0,Sphynx
1-2 years,3,Individual house zone,Rural,2,2,2,4,2,4,4,3,4,4,2,1,3,3,3,4,2,3.0,1,1,NoBreed
1-2 years,2,Individual house zone,Rural,1,2,4,4,3,4,3,4,4,4,1,1,1,1,1,3,3,3.0,0,0,Birman
2-10 years,1,Apartment with balcony or terrace,Urban,0,3,2,4,2,3,3,1,4,4,1,1,1,1,1,4,4,1.0,0,0,Persian
1-2 years,3,House in a subdivision,Periurban,1,2,2,1,1,4,3,3,2,1,4,4,4,3,3,1,4,3.0,0,0,Savannah
1-2 years,1,Apartment without balcony,Urban,0,2,1,2,2,4,3,4,3,4,3,3,3,3,2,4,3,1.034187765939158,0,0,Ragdoll
2-10 years,1,House in a subdivision,Rural,2,2,4,4,5,4,4,3,4,2,4,2,2,1,2,3,3,2.8074302518167613,1,4,Siamese
2-10 years,4,House in a subdivision,Urban,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2.0,1,0,NoBreed
1-2 years,2,Apartment with balcony or terrace,Rural,1,2,2,1,1,4,4,4,4,3,1,2,2,2,3,2,3,2.0,0,0,Savannah
1-2 years,2,Individual house zone,Rural,2,3,2,4,3,4,4,4,4,3,2,1,1,1,1,4,3,3.0,0,0,Ragdoll
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,1,4,3,4,2,3,4,4,2,1,2,2,1,4,3,1.0,0,0,Ragdoll
Less than 1 year,1,Apartment with balcony or terrace,Urban,0,2,1,1,2,4,4,4,4,4,3,3,3,3,4,3,3,2.02545273480113,0,0,TurkishAngora
1-2 years,2,Apartment with balcony or terrace,Rural,0,1,1,4,1,5,5,5,4,3,4,1,2,1,2,4,3,1.7627732082640055,0,0,MaineCoon
2-10 years,2,House in a subdivision,Periurban,2,2,4,4,3,5,4,3,4,3,2,1,1,1,1,3,2,2.418399788667653,1,1,Siamese
2-10 years,1,Apartment without balcony,Urban,0,2,2,4,4,4,5,4,5,3,1,1,1,2,2,4,3,2.0,0,0,TurkishAngora
1-2 years,3,Individual house zone,Rural,0,2,1,2,1,5,3,4,4,2,1,2,4,1,3,2,2,3.0,0,0,Birman
2-10 years,1,House in a subdivision,Periurban,0,2,1,2,2,5,5,5,4,5,2,1,4,2,3,4,3,2.0,0,1,Birman
2-10 years,2,House in a subdivision,Rural,1,2,3,5,2,5,5,4,5,2,3,1,4,3,2,2,4,3.0,0,0,Ragdoll
2-10 years,1,House in a subdivision,Periurban,0,3,2,2,2,5,5,5,3,4,4,3,3,2,1,3,1,2.030652502205806,0,0,Bengal
More than 10 years,4,House in a subdivision,Urban,2,2,3,4,1,4,4,4,4,3,2,1,1,1,1,3,1,2.476676828330368,1,0,TurkishAngora
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,1,3,3,4,3,4,4,4,1,2,3,3,3,4,2,1.0188138219725764,0,0,Sphynx
2-10 years,5,House in a subdivision,Periurban,3,2,3,2,1,4,4,4,4,2,2,2,4,3,2,3,4,2.0,0,0,European
More than 10 years,2,Apartment with balcony or terrace,Periurban,1,2,2,4,2,4,4,4,4,4,1,1,2,2,2,4,2,1.6400029668369136,0,0,TurkishAngora
2-10 years,1,Apartment with balcony or terrace,Urban,0,1,1,4,3,3,1,3,5,5,1,2,2,3,3,5,5,1.0,0,0,Ragdoll
1-2 years,1,Apartment without balcony,Periurban,0,2,2,4,2,3,3,2,4,3,1,1,2,1,1,3,3,1.06717539991571,0,0,TurkishAngora
Less than 1 year,1,Apartment with balcony or terrace,Rural,0,2,1,3,3,4,3,4,4,4,1,2,3,3,3,4,2,2.1120389021680523,0,0,Sphynx
2-10 years,1,Individual house zone,Rural,4,1,3,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3.0,2,2,NoBreed
More than 10 years,2,Apartment with balcony or terrace,Periurban,1,2,1,3,1,5,4,3,4,4,1,1,5,4,3,4,3,2.0,0,0,Siamese
More than 10 years,3,House in a subdivision,Rural,2,2,1,2,2,4,4,3,4,1,3,3,2,3,4,4,4,3.0,2,1,European
1-2 years,2,Individual house zone,Rural,0,2,1,3,1,5,3,4,4,2,1,2,4,1,3,2,2,3.0,0,0,Birman
Less than 1 year,1,Apartment with balcony or terrace,Rural,1,2,4,4,2,4,4,3,4,3,2,1,2,2,2,4,2,1.0,0,0,TurkishAngora
2-10 years,1,Apartment without balcony,Urban,0,2,1,4,2,4,4,4,5,4,1,1,3,2,2,3,3,2.0,0,0,Ragdoll
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,1,4,1,4,3,3,4,3,2,1,2,1,1,3,2,1.0,0,0,Siamese
2-10 years,2,House in a subdivision,Periurban,2,2,2,2,2,4,4,3,5,1,3,1,3,5,3,5,3,2.0,0,0,Siamese
1-2 years,2,House in a subdivision,Periurban,2,2,2,1,2,5,5,5,4,1,2,2,4,4,4,2,4,3.0,1,1,NoBreed
Less than 1 year,2,Apartment with balcony or terrace,Periurban,3,2,1,4,1,5,4,4,5,4,2,1,5,1,2,5,3,1.0,0,0,European
Less than 1 year,1,Individual house zone,Rural,0,3,4,4,3,4,4,4,4,4,3,2,1,3,2,3,3,2.0,0,0,BritishShorthair
Less than 1 year,1,House in a subdivision,Periurban,0,2,2,3,3,3,3,3,4,3,2,2,4,2,3,2,4,1.0225336136852143,0,0,BritishShorthair
1-2 years,1,Apartment without balcony,Urban,0,2,1,5,2,5,4,4,5,4,2,1,2,1,1,1,1,1.6061355943458415,0,0,Sphynx
More than 10 years,1,Apartment with balcony or terrace,Urban,1,2,3,3,2,4,4,4,4,4,2,2,3,2,2,3,2,1.0427297370166744,0,0,TurkishAngora
Less than 1 year,1,Apartment without balcony,Urban,0,2,1,3,2,4,5,4,3,4,3,1,1,1,2,3,5,2.0,0,0,BritishShorthair
2-10 years,1,House in a subdivision,Rural,0,2,2,5,3,4,4,3,3,4,3,1,2,2,2,4,4,1.6515194668022648,0,0,Ragdoll
Less than 1 year,1,Individual house zone,Rural,2,1,1,4,2,2,2,2,5,5,2,1,3,1,2,4,3,3.0,2,2,NoBreed
Less than 1 year,1,House in a subdivision,Rural,0,3,1,1,2,4,5,3,4,3,1,1,1,2,2,3,3,3.0,0,0,Birman
2-10 years,1,Apartment with balcony or terrace,Urban,1,3,1,1,3,3,3,3,2,1,1,1,1,1,1,3,2,1.8974361480462039,1,0,Siamese
2-10 years,1,House in a subdivision,Periurban,2,2,3,4,3,4,4,4,4,3,2,1,1,1,1,4,2,2.2950744503110467,1,1,Siamese
2-10 years,3,House in a subdivision,Periurban,3,2,4,5,3,5,5,3,4,1,2,5,1,1,3,3,3,3.0,3,3,European
2-10 years,1,Apartment with balcony or terrace,Periurban,1,2,3,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1.3191004732432556,0,0,Persian
2-10 years,5,Apartment with balcony or terrace,Periurban,0,2,1,2,1,5,5,5,5,5,1,1,3,1,3,5,2,1.16082546907819,0,0,Siamese
1-2 years,3,Apartment with balcony or terrace,Rural,1,2,2,1,1,4,4,5,4,4,2,2,3,2,4,2,2,1.7532462207474508,0,0,NoBreed
2-10 years,2,Apartment with balcony or terrace,Urban,0,2,2,4,3,4,3,3,3,3,3,1,4,3,3,4,2,1.0,0,0,Birman
2-10 years,3,House in a subdivision,Rural,1,2,1,4,1,5,4,4,4,4,1,1,1,1,1,3,1,2.0,0,0,Birman
2-10 years,1,Individual house zone,Rural,3,2,3,4,2,5,5,5,5,5,1,1,4,3,1,4,1,3.0,1,3,European
1-2 years,1,House in a subdivision,Rural,0,1,5,4,3,4,5,4,4,2,5,1,1,3,1,4,1,3.0,0,0,BritishShorthair
1-2 years,1,House in a subdivision,Rural,0,0,4,2,3,5,2,4,4,4,1,3,3,3,3,4,4,2.057612980897767,0,0,Siamese
1-2 years,4,Apartment with balcony or terrace,Periurban,1,2,1,2,1,4,4,4,4,4,1,2,3,1,3,3,1,2.781746112134936,0,0,Sphynx
2-10 years,4,House in a subdivision,Urban,2,3,1,4,1,5,5,5,5,4,1,1,1,1,1,4,5,1.0,0,0,MaineCoon
More than 10 years,1,Individual house zone,Rural,1,3,4,4,5,4,4,3,5,4,4,1,1,1,1,5,3,3.0,0,0,European
1-2 years,1,Apartment with balcony or terrace,Rural,1,2,1,3,3,3,1,3,2,3,4,4,4,3,4,3,4,2.0,0,0,Bengal
Less than 1 year,1,House in a subdivision,Rural,0,2,3,4,2,4,4,3,4,2,4,1,1,1,1,3,2,2.203710767324017,0,0,Siamese
2-10 years,5,House in a subdivision,Rural,1,2,3,3,3,4,4,5,5,3,2,1,1,1,1,2,3,2.537835482630795,0,3,NoBreed
2-10 years,3,Apartment without balcony,Periurban,0,3,1,4,1,4,4,4,5,5,3,1,3,1,1,2,3,2.0,0,0,Ragdoll
2-10 years,3,Individual house zone,Rural,0,2,1,3,1,4,3,3,4,4,2,2,3,1,2,3,2,3.0,0,0,Chartreux
2-10 years,3,House in a subdivision,Periurban,0,2,1,2,1,4,3,3,4,4,1,1,3,1,3,4,4,3.0,0,0,Sphynx
2-10 years,3,Individual house zone,Rural,2,2,1,2,2,4,4,5,2,1,3,5,4,5,5,5,1,3.0,1,1,European
1-2 years,1,House in a subdivision,Periurban,2,2,3,4,4,4,4,3,2,2,3,1,1,1,2,4,2,1.4217039345532818,0,0,Siamese
2-10 years,3,House in a subdivision,Rural,0,3,1,4,1,4,3,4,5,5,1,1,1,1,1,4,3,1.0759582408925668,0,0,BritishShorthair
1-2 years,1,Apartment without balcony,Periurban,0,2,1,4,4,5,5,3,5,4,1,1,1,1,1,4,3,2.525369124250186,0,0,Sphynx
2-10 years,1,Apartment without balcony,Urban,1,1,1,2,2,4,3,3,4,4,2,4,1,1,3,4,2,2.961978151762545,0,0,TurkishAngora
2-10 years,1,House in a subdivision,Rural,1,2,1,4,3,4,5,4,4,3,2,1,4,3,2,4,2,2.854209774461566,0,1,Chartreux
2-10 years,2,Apartment without balcony,Periurban,0,2,2,4,1,2,3,3,4,4,1,1,1,1,2,4,4,2.072247716804787,0,0,MaineCoon
2-10 years,2,Apartment with balcony or terrace,Urban,1,2,2,5,1,5,5,5,5,3,3,1,3,1,2,3,2,1.9398197919268418,0,0,Chartreux
1-2 years,1,Apartment with balcony or terrace,Periurban,0,2,1,2,2,3,4,4,4,2,2,3,4,3,4,4,4,3.0,0,0,Sphynx
1-2 years,1,House in a subdivision,Periurban,0,2,4,1,3,4,2,3,4,4,1,1,1,1,4,4,3,2.345934992546963,0,0,Bengal
2-10 years,2,House in a subdivision,Rural,0,2,1,4,1,4,4,4,5,5,1,1,1,1,1,1,3,2.7252576604151364,0,0,Sphynx
2-10 years,1,House in a subdivision,Periurban,0,2,1,4,3,5,5,4,5,4,1,1,1,1,1,4,1,2.271686971069004,0,0,BritishShorthair
2-10 years,2,Individual house zone,Rural,0,2,4,4,3,2,4,1,4,4,2,1,1,2,1,4,2,2.3609738969400267,0,0,MaineCoon
2-10 years,1,Apartment without balcony,Urban,1,2,3,4,2,3,4,5,2,4,4,1,3,1,4,4,5,2.0,0,0,Bengal
1-2 years,2,Apartment without balcony,Rural,0,2,2,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1.0,0,0,Savannah
2-10 years,1,House in a subdivision,Rural,0,2,2,4,1,4,4,3,4,4,3,2,3,1,3,4,3,2.5217659769519276,0,0,Chartreux
More than 10 years,5,House in a subdivision,Urban,2,2,1,5,2,4,4,5,5,5,2,1,3,1,1,4,2,3.0,1,1,European
2-10 years,4,Apartment without balcony,Rural,0,2,1,1,1,5,5,5,5,5,1,1,3,1,2,3,3,1.8573621161608518,0,0,Siamese
More than 10 years,1,Apartment with balcony or terrace,Rural,2,2,1,5,3,5,5,5,5,4,5,1,3,3,4,1,4,3.0,0,2,European
Less than 1 year,5,House in a subdivision,Rural,1,3,1,3,1,4,2,4,4,4,1,1,2,1,2,3,2,2.3529992101770523,0,0,Chartreux
Less than 1 year,1,Individual house zone,Rural,2,2,2,4,3,4,5,3,5,4,2,1,1,3,2,4,4,2.0,0,0,NoBreed
2-10 years,2,Apartment without balcony,Urban,0,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2.0,0,0,Chartreux
2-10 years,2,Apartment without balcony,Urban,0,3,4,3,1,5,4,4,3,4,4,1,3,2,4,2,1,1.0,0,0,NoBreed
2-10 years,4,House in a subdivision,Rural,2,2,1,4,2,4,3,5,4,5,1,1,1,2,1,3,3,3.0,2,4,NoBreed
2-10 years,1,Apartment with balcony or terrace,Rural,0,2,2,4,2,4,3,4,4,4,3,1,2,1,2,3,3,1.7364020150656405,0,0,Sphynx
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,1,2,2,4,4,4,4,4,4,1,1,1,1,1,3,1.0,1,0,Sphynx
2-10 years,1,Apartment with balcony or terrace,Rural,0,2,1,3,1,4,2,2,5,5,1,3,1,1,1,2,3,2.2886305532402558,0,0,Sphynx
2-10 years,2,Individual house zone,Rural,1,2,4,4,3,4,3,4,4,4,2,1,1,1,1,3,4,3.0,0,0,Birman
2-10 years,1,House in a subdivision,Periurban,0,3,2,3,2,4,4,4,5,4,1,1,3,2,3,3,2,3.0,0,0,Sphynx
1-2 years,2,Apartment without balcony,Urban,1,2,1,4,2,4,3,4,4,4,3,1,3,1,2,3,4,2.1535921506854425,0,0,TurkishAngora
Less than 1 year,2,House in a subdivision,Urban,1,2,1,1,1,2,2,4,4,4,1,3,1,1,2,4,4,2.0,0,0,Bengal
2-10 years,5,House in a subdivision,Rural,1,2,1,2,1,3,2,3,3,3,3,2,3,2,3,3,2,2.0,0,0,Ragdoll
2-10 years,1,Apartment with balcony or terrace,Urban,1,2,1,4,3,5,4,4,5,4,3,1,1,2,3,3,1,1.918953784092352,0,0,Birman
1-2 years,3,House in a subdivision,Rural,0,2,1,5,1,1,2,3,5,5,1,1,3,1,3,4,2,3.0,0,0,Ragdoll
2-10 years,1,Apartment without balcony,Rural,0,3,3,2,3,5,4,5,5,4,2,1,2,3,2,2,3,2.8162582245799106,0,0,Savannah
Less than 1 year,4,Individual house zone,Rural,1,3,1,2,2,5,5,5,5,4,1,2,3,2,3,3,3,3.0,2,2,MaineCoon
2-10 years,1,Apartment without balcony,Rural,0,2,2,3,2,4,4,3,5,3,3,2,2,2,3,4,3,3.0,0,0,Chartreux
1-2 years,1,House in a subdivision,Periurban,0,2,3,4,2,4,4,4,4,4,3,1,2,1,1,4,2,2.421703934553282,0,0,BritishShorthair
Less than 1 year,1,House in a subdivision,Urban,0,2,4,4,3,4,4,2,4,2,4,2,1,2,3,3,2,1.783832553418862,0,0,Siamese
1-2 years,2,Individual house zone,Rural,0,3,1,4,1,3,2,2,3,3,1,1,1,1,1,3,1,2.771246668519738,0,0,Ragdoll
1-2 years,1,Apartment without balcony,Rural,0,2,2,2,3,3,2,5,4,5,4,4,3,3,4,5,4,1.0,0,3,MaineCoon
1-2 years,2,Individual house zone,Rural,0,3,4,4,3,4,4,4,4,2,2,1,1,1,1,4,3,1.0,0,0,Ragdoll
1-2 years,1,Apartment without balcony,Rural,0,2,2,4,2,4,3,3,5,4,2,2,3,2,3,2,3,1.5918404638015529,0,0,Persian
2-10 years,4,Apartment without balcony,Periurban,1,2,1,1,1,4,4,3,4,3,1,4,4,4,4,2,1,1.6292988060107363,0,0,Savannah
More than 10 years,1,House in a subdivision,Periurban,1,2,3,4,2,4,4,4,4,4,2,1,1,1,1,4,2,2.4602673812400573,0,0,Siamese
1-2 years,1,Apartment without balcony,Urban,1,2,5,5,2,4,5,1,1,1,1,1,1,1,1,3,1,1.0,0,3,BritishShorthair
1-2 years,1,Apartment without balcony,Urban,0,2,5,5,3,4,5,1,1,2,3,1,1,1,1,3,2,1.5022883474625301,0,1,BritishShorthair
2-10 years,1,Individual house zone,Periurban,0,3,4,2,5,4,4,4,5,1,1,1,1,1,2,4,4,3.0,0,0,Persian
Less than 1 year,2,House in a subdivision,Rural,2,2,4,5,2,4,5,5,5,4,4,1,1,1,1,1,4,2.0,1,1,European
2-10 years,1,Apartment without balcony,Urban,0,2,2,4,4,3,4,3,5,5,1,1,1,4,1,4,3,2.0,0,0,Chartreux
2-10 years,1,Apartment without balcony,Rural,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2.0,0,0,Chartreux
1-2 years,4,House in a subdivision,Rural,1,3,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1.0,0,0,Ragdoll
1-2 years,2,Individual house zone,Rural,1,2,4,4,2,3,3,3,1,2,4,3,3,2,4,2,4,2.0,4,4,MaineCoon
Less than 1 year,2,House in a subdivision,Rural,0,2,1,3,3,3,1,3,4,3,1,2,2,1,2,3,2,2.0,0,0,Birman
Less than 1 year,4,House in a subdivision,Periurban,3,2,4,5,2,3,3,3,5,3,2,1,3,3,1,5,3,3.0,1,1,European
2-10 years,5,Apartment without balcony,Rural,0,1,1,4,1,4,3,3,4,4,3,2,5,3,2,3,2,2.401672734877573,0,0,Siamese
1-2 years,1,Apartment with balcony or terrace,Rural,0,3,1,2,3,5,4,4,4,4,2,1,1,1,1,3,3,2.0,0,0,BritishShorthair
1-2 years,2,Individual house zone,Rural,0,3,3,4,3,4,4,4,4,2,2,1,1,1,1,4,3,1.8456295265765037,0,0,Ragdoll
2-10 years,1,Apartment without balcony,Periurban,0,2,1,2,4,3,4,4,4,4,1,2,3,3,3,4,3,3.0,0,0,Sphynx
2-10 years,1,Apartment with balcony or terrace,Rural,1,1,4,4,4,4,4,4,4,3,2,1,1,2,2,4,3,1.0,0,0,BritishShorthair
1-2 years,2,House in a subdivision,Periurban,0,2,2,4,2,4,4,4,4,4,1,1,2,2,2,3,4,2.0,0,0,Birman
2-10 years,1,Individual house zone,Rural,0,3,2,4,3,4,4,4,5,5,1,2,2,3,2,4,3,3.0,0,0,European
2-10 years,1,Individual house zone,Rural,0,2,3,4,4,5,5,5,5,4,1,1,1,3,3,5,3,2.829112412609934,0,0,Birman
1-2 years,2,House in a subdivision,Periurban,0,2,4,4,2,4,5,4,4,3,4,1,2,1,1,3,1,2.0,0,0,BritishShorthair
2-10 years,1,Apartment with balcony or terrace,Urban,0,1,3,3,2,4,3,4,4,4,3,2,4,2,3,3,2,2.5314605832314157,0,0,Savannah
2-10 years,2,Apartment with balcony or terrace,Rural,2,3,2,2,2,4,4,4,4,4,1,1,2,3,3,3,2,1.3756722518817264,0,0,Savannah
2-10 years,1,Individual house zone,Rural,0,2,2,4,1,4,3,3,3,4,2,1,1,1,1,3,1,3.0,0,0,MaineCoon
Less than 1 year,4,House in a subdivision,Rural,0,2,1,4,2,5,5,4,5,5,1,1,1,2,1,4,1,2.0,0,0,Sphynx
1-2 years,2,Apartment with balcony or terrace,Periurban,0,2,2,4,2,4,3,2,4,3,1,1,2,2,1,2,3,1.0,0,0,MaineCoon
2-10 years,3,Apartment with balcony or terrace,Rural,1,2,1,4,1,5,4,4,5,5,1,1,1,1,1,2,4,1.1382655723732389,0,0,Ragdoll
2-10 years,1,House in a subdivision,Rural,2,2,4,4,5,4,4,3,4,2,4,2,2,1,2,3,3,2.9558345622899,1,4,Siamese
2-10 years,3,House in a subdivision,Rural,2,2,2,4,4,3,4,2,3,1,4,1,3,2,2,4,4,2.0,0,0,European
Less than 1 year,1,Apartment with balcony or terrace,Rural,0,3,2,4,4,4,4,4,5,4,1,1,2,2,2,4,2,2.0,0,0,TurkishAngora
2-10 years,3,Apartment without balcony,Urban,0,2,1,4,1,5,5,4,5,5,1,1,1,1,1,4,3,1.1004254267254314,0,0,Sphynx
2-10 years,1,Individual house zone,Rural,0,1,2,4,3,3,4,4,3,4,4,1,1,2,2,4,3,2.0,0,1,BritishShorthair
2-10 years,3,House in a subdivision,Rural,0,2,2,2,2,4,3,3,4,2,2,1,1,2,1,3,3,2.301009261960412,0,0,Savannah
1-2 years,3,House in a subdivision,Periurban,2,2,3,5,3,4,5,4,4,2,2,1,3,2,2,3,1,3.0,0,0,Savannah
2-10 years,2,Apartment without balcony,Periurban,2,2,1,2,1,4,4,3,4,1,2,1,3,5,3,4,3,2.0,0,0,Siamese
2-10 years,2,Apartment with balcony or terrace,Urban,1,3,1,5,5,3,5,3,2,5,5,3,5,5,2,5,3,3.0,0,0,Birman
2-10 years,5,Apartment with balcony or terrace,Periurban,0,2,2,1,3,4,4,5,4,4,3,4,5,4,3,4,4,2.0,0,0,NoBreed
Less than 1 year,2,Apartment with balcony or terrace,Urban,1,3,3,3,4,5,5,5,4,4,2,1,3,3,3,2,3,2.0,0,0,TurkishAngora
Less than 1 year,2,Apartment with balcony or terrace,Rural,0,2,1,3,1,2,3,3,3,3,1,1,1,1,1,2,3,3.0,0,0,Sphynx
2-10 years,1,House in a subdivision,Periurban,1,2,2,5,3,4,3,4,4,2,1,1,3,4,1,3,1,3.0,1,3,Ragdoll
2-10 years,1,House in a subdivision,Rural,3,2,4,3,4,5,5,4,5,3,4,2,2,2,3,4,4,3.0,2,1,European
2-10 years,3,House in a subdivision,Rural,0,2,1,2,1,5,3,3,4,3,2,2,2,1,1,3,3,2.6271513628110656,0,0,Savannah
Less than 1 year,1,Individual house zone,Rural,0,2,1,2,1,2,2,1,2,4,2,1,3,1,1,4,1,2.882248917109859,0,0,Sphynx
2-10 years,1,Apartment with balcony or terrace,Urban,1,2,3,3,4,3,3,4,4,4,2,3,4,2,3,4,4,2.8598868242335476,1,0,Persian
2-10 years,1,House in a subdivision,Urban,0,2,4,4,3,4,4,2,4,2,4,1,1,1,1,3,2,1.0,0,0,Siamese
2-10 years,4,House in a subdivision,Rural,2,2,1,3,1,4,4,4,5,4,3,1,4,2,2,3,3,3.0,3,4,Chartreux
Less than 1 year,1,House in a subdivision,Rural,0,2,3,4,3,4,4,2,4,2,4,1,1,1,1,3,2,1.8045528694882713,0,0,Siamese
2-10 years,5,Apartment with balcony or terrace,Urban,3,2,2,3,4,4,4,4,3,3,4,2,3,3,3,3,4,2.0,0,0,European
More than 10 years,2,Apartment with balcony or terrace,Rural,1,2,3,4,2,4,4,4,4,4,1,1,2,2,2,4,2,1.4843984475740406,0,0,TurkishAngora
2-10 years,2,House in a subdivision,Rural,1,2,1,4,4,3,3,3,5,5,2,1,1,2,1,4,1,2.35339408657714,0,0,Chartreux
Less than 1 year,3,House in a subdivision,Rural,1,2,1,2,1,3,1,3,3,3,1,1,2,1,2,2,2,2.7416869442286655,0,0,Chartreux
2-10 years,1,Apartment without balcony,Periurban,0,2,3,2,2,3,3,4,4,4,3,2,3,2,3,4,4,2.0,0,0,Bengal
2-10 years,4,Individual house zone,Periurban,2,2,2,3,2,5,5,4,5,3,3,1,2,1,2,3,4,3.0,3,4,TurkishAngora
1-2 years,2,Apartment without balcony,Rural,0,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2.1146107377800956,0,0,BritishShorthair
Less than 1 year,2,Apartment without balcony,Periurban,0,3,1,2,1,5,5,4,5,4,1,3,4,4,4,4,4,2.0,0,0,Siamese
2-10 years,2,Individual house zone,Rural,2,3,4,3,4,5,5,2,5,2,4,1,3,5,2,3,2,3.0,2,3,European
1-2 years,1,Apartment with balcony or terrace,Rural,0,2,1,3,3,4,3,4,4,4,1,1,3,3,3,4,3,1.0,0,0,Sphynx
1-2 years,5,House in a subdivision,Periurban,0,2,2,1,1,4,4,4,3,1,3,4,3,3,4,1,3,2.7688690875723534,0,0,Savannah
1-2 years,1,Apartment with balcony or terrace,Rural,0,2,2,1,1,4,4,4,4,3,1,2,2,1,3,3,4,2.0003325061204893,0,0,Savannah
1-2 years,1,Apartment with balcony or terrace,Periurban,1,2,2,4,3,4,4,4,3,2,1,1,2,2,3,4,2,1.0,0,0,Birman
1-2 years,2,Apartment with balcony or terrace,Periurban,0,2,1,5,1,4,3,3,5,5,1,1,1,1,1,3,3,2.0,0,0,MaineCoon
Less than 1 year,1,House in a subdivision,Periurban,0,2,1,2,1,4,3,3,4,4,1,1,1,1,3,4,4,3.0,0,0,Sphynx
2-10 years,1,House in a subdivision,Rural,1,2,1,4,4,4,4,3,5,4,1,1,2,4,1,4,2,2.5152479243147257,0,1,Chartreux
2-10 years,1,Apartment with balcony or terrace,Urban,1,2,3,4,3,5,5,4,4,1,3,1,1,2,2,4,2,1.0,0,0,Ragdoll
2-10 years,2,House in a subdivision,Periurban,1,1,3,3,3,3,3,3,3,1,2,1,1,1,1,1,1,3.0,0,0,BritishShorthair
2-10 years,2,Apartment without balcony,Rural,0,2,4,4,4,4,4,4,3,1,4,1,3,1,3,4,3,2.4474123668234546,0,0,Persian
2-10 years,2,Apartment with balcony or terrace,Periurban,1,1,2,4,1,3,1,2,2,2,3,1,2,1,1,2,1,1.0,0,0,Ragdoll
1-2 years,1,House in a subdivision,Rural,0,2,4,4,3,5,3,2,5,3,2,1,2,3,2,4,4,2.9421573234366036,0,0,Persian
Less than 1 year,2,House in a subdivision,Rural,3,3,1,2,1,3,1,3,1,5,3,4,3,2,4,1,4,3.0,4,4,European
Less than 1 year,1,Individual house zone,Rural,0,2,2,2,2,5,4,4,5,4,4,3,3,2,4,4,4,3.0,0,0,Bengal
Less than 1 year,3,House in a subdivision,Rural,0,2,1,3,1,4,3,4,4,4,1,1,2,1,4,3,4,3.0,0,0,MaineCoon
Less than 1 year,4,Apartment with balcony or terrace,Urban,0,2,4,4,3,5,5,4,5,3,1,1,3,2,2,4,1,2.0,0,0,TurkishAngora
Less than 1 year,2,Individual house zone,Rural,3,1,3,4,3,4,4,4,2,1,1,1,2,2,2,2,4,3.0,1,2,Chartreux
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,4,4,3,3,4,4,4,1,3,1,1,3,1,3,3,1.9631781323640087,0,0,NoBreed
Less than 1 year,5,House in a subdivision,Rural,1,3,1,3,1,4,2,4,4,4,1,1,2,1,2,3,2,2.775391311177562,0,0,Chartreux
More than 10 years,5,Apartment with balcony or terrace,Rural,0,2,3,5,1,5,4,4,5,5,2,1,1,1,1,5,3,1.0,0,0,Chartreux
1-2 years,1,House in a subdivision,Rural,0,2,1,2,2,4,4,4,3,4,3,2,2,2,2,3,2,2.6541169430470433,0,0,Bengal
2-10 years,1,Individual house zone,Rural,3,2,1,4,1,4,3,4,4,3,2,1,4,3,3,1,1,3.0,3,3,Chartreux
2-10 years,2,Individual house zone,Rural,3,1,5,5,2,5,5,3,4,1,4,1,2,4,2,2,2,1.0,1,4,European
2-10 years,1,Apartment with balcony or terrace,Periurban,1,2,4,4,4,4,4,2,5,2,2,1,1,3,2,3,4,1.1812143566429063,0,0,TurkishAngora
More than 10 years,4,Apartment without balcony,Periurban,1,2,2,4,1,4,4,4,5,4,2,1,2,2,1,4,2,2.4718092263920046,0,0,Chartreux
1-2 years,5,Individual house zone,Periurban,1,1,3,4,1,4,3,3,3,4,2,1,1,1,1,4,3,2.8491956515653194,0,0,Birman
2-10 years,2,Individual house zone,Periurban,0,3,1,3,2,4,4,4,5,4,1,1,3,1,3,3,2,3.0,0,0,Sphynx
2-10 years,5,Individual house zone,Urban,0,3,1,5,5,3,3,5,5,5,5,1,2,4,2,5,1,3.0,0,0,European
